DateOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_district,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
31 Oct 2022,18,Fire,Primary Fire,,Road Vehicle,Motorcycle ,In street close to gazetteer location,BR1,BROMLEY TOWN,540150,169750,Bromley,152,Bromley,,,1,1,2,1,364,9
31 Oct 2022,19,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,SE20,PENGE & CATOR,535550,170450,Beckenham,278,Beckenham,,,1,1,1,1,364,1
31 Oct 2022,19,Fire,Secondary Fire,,Outdoor,Hedge,Nearby address - street not listed in gazetteer,BR1,BROMLEY TOWN,540150,168950,Bromley,240,Bromley,309,Bromley,1,2,2,1,364,4
31 Oct 2022,23,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,BR3,CLOCK HOUSE,536450,169450,Beckenham,220,Beckenham,346,Woodside,2,2,2,1,364,1
01 Nov 2022,1,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,BR5,ORPINGTON,547750,166150,Orpington,664,Orpington,,,1,1,1,1,364,1
01 Nov 2022,10,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539250,169050,Beckenham,327,Bromley,345,Beckenham,2,2,2,1,364,1
01 Nov 2022,10,False Alarm,AFA,,Non Residential,Large supermarket ,Correct incident location,BR1,PLAISTOW,540650,171050,Bromley,442,Lee Green,,,1,1,1,1,364,1
01 Nov 2022,10,Special Service,Special Service,Flooding,Non Residential,Department Store ,Within same building,BR6,ORPINGTON,546250,166250,Orpington,212,Orpington,,,1,1,1,1,364,1
01 Nov 2022,12,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR2,HAYES & CONEY HALL,539950,163650,Biggin Hill,435,Biggin Hill,548,Addington,2,2,2,3,1092,2
01 Nov 2022,14,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR2,BROMLEY TOWN,540650,168050,Bromley,438,Beckenham,,,1,1,1,1,364,1
01 Nov 2022,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE9,MOTTINGHAM,542350,171850,Eltham,438,Sidcup,599,Eltham,2,2,2,1,364,1
01 Nov 2022,15,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,BR6,PETTS WOOD & KNOLL,545950,165650,Orpington,68,Orpington,187,Orpington,1,2,2,1,364,1
01 Nov 2022,21,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539150,168750,Beckenham,303,Bromley,305,Bromley,1,2,2,1,364,1
01 Nov 2022,22,False Alarm,AFA,,Non Residential,Leisure Centre ,Within same building,SE20,CRYSTAL PALACE & ANERLEY,534450,170850,Beckenham,348,West Norwood,,,1,1,1,1,364,1
02 Nov 2022,12,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,BR3,KELSEY & EDEN PARK,537450,167550,Beckenham,396,Beckenham,466,Bromley,2,2,2,1,364,1
02 Nov 2022,16,Special Service,Special Service,Hazardous Materials incident,Non Residential,Large supermarket ,Correct incident location,DA14,ST. PAUL'S CRAY,547750,170350,Sidcup,328,Sidcup,,,1,1,2,4,1456,1
02 Nov 2022,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,SE20,PENGE & CATOR,535850,170250,Beckenham,226,Beckenham,496,Forest Hill,2,2,2,1,364,2
03 Nov 2022,6,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,BR2,BROMLEY TOWN,540650,167750,Bromley,647,Bromley,,,1,1,1,1,364,1
03 Nov 2022,6,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,BR3,KELSEY & EDEN PARK,535850,168050,Woodside,364,Beckenham,,,1,1,1,1,364,1
03 Nov 2022,7,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,BR2,BROMLEY TOWN,540750,168650,Bromley,290,Bromley,,,1,1,1,1,364,1
03 Nov 2022,8,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR2,HAYES & CONEY HALL,539750,166350,Bromley,543,Bromley,,,1,1,1,1,364,1
03 Nov 2022,8,False Alarm,False alarm - Good intent,,Non Residential,Infant/Primary school,Correct incident location,BR1,BICKLEY & SUNDRIDGE,540950,170050,Bromley,591,Bromley,,,1,1,1,1,364,1
03 Nov 2022,8,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR1,BICKLEY & SUNDRIDGE,543250,168250,Bromley,694,Sidcup,,,1,1,1,1,364,1
03 Nov 2022,8,Special Service,Special Service,Medical Incident,Dwelling,House - single occupancy ,Correct incident location,BR6,FARNBOROUGH & CROFTON,545050,166250,Orpington,371,Orpington,,,1,1,1,1,364,1
03 Nov 2022,11,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR3,KELSEY & EDEN PARK,537950,168650,Beckenham,311,Beckenham,450,Bromley,2,2,2,1,364,1
03 Nov 2022,13,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,BR1,BICKLEY & SUNDRIDGE,540750,169550,Bromley,184,Bromley,,,1,1,1,1,364,1
03 Nov 2022,18,False Alarm,False alarm - Good intent,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,BR6,DARWIN,545150,163650,Orpington,995,Orpington,,,1,1,1,1,364,1
03 Nov 2022,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,SE20,CLOCK HOUSE,535050,169450,Beckenham,377,Woodside,406,West Norwood,4,5,5,2,728,1
03 Nov 2022,22,Special Service,Special Service,RTC,Outdoor Structure,Roadside furniture (eg lamp posts/ road signs/ telegraph poles/ speed cameras),In street outside gazetteer location,BR1,BICKLEY & SUNDRIDGE,541750,168850,Bromley,306,Bromley,,,1,1,1,1,364,1
04 Nov 2022,5,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,SE20,PENGE & CATOR,535450,169650,Beckenham,345,Beckenham,,,1,1,1,1,364,1
04 Nov 2022,8,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR1,BROMLEY TOWN,539950,169850,Bromley,196,Bromley,,,1,1,1,1,364,1
04 Nov 2022,10,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,BR5,ST. PAUL'S CRAY,546950,168850,Orpington,389,Orpington,,,1,1,1,1,364,1
04 Nov 2022,13,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,SE26,PENGE & CATOR,534550,171350,Beckenham,281,Beckenham,426,Forest Hill,2,2,2,1,364,1
04 Nov 2022,16,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,BR2,BROMLEY TOWN,540350,168050,Bromley,334,Bromley,456,Bromley,2,2,2,1,364,1
04 Nov 2022,19,False Alarm,False alarm - Good intent,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,BR2,BROMLEY TOWN,540950,167650,Bromley,396,Bromley,,,1,1,1,1,364,1
04 Nov 2022,22,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,BECKENHAM TOWN & COPERS COPE,538250,169850,Beckenham,350,Beckenham,,,1,1,1,1,364,1
05 Nov 2022,8,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,BR3,CLOCK HOUSE,536250,168550,Beckenham,,,,,1,1,1,1,364,1
05 Nov 2022,12,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,BR1,BROMLEY TOWN,540350,169350,Bromley,145,Bromley,,,1,1,1,1,364,1
05 Nov 2022,12,Special Service,Special Service,Medical Incident,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR1,BROMLEY TOWN,540250,169550,Bromley,397,Bromley,,,1,1,1,2,728,1
05 Nov 2022,14,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR2,BROMLEY TOWN,540250,168050,Bromley,194,Bromley,,,1,1,1,2,728,1
05 Nov 2022,14,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,BR2,SHORTLANDS & PARK LANGLEY,539450,169050,Beckenham,314,Bromley,,,1,1,1,1,364,1
05 Nov 2022,19,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Correct incident location,BR6,DARWIN,547250,162150,Orpington,437,Orpington,455,Orpington,1,2,2,1,364,1
05 Nov 2022,22,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR1,PLAISTOW,539650,170450,Bromley,261,Bromley,291,Bromley,1,2,2,1,364,1
05 Nov 2022,22,False Alarm,AFA,,Dwelling,Bungalow - single occupancy ,Correct incident location,BR6,DARWIN,543450,162250,Biggin Hill,547,Biggin Hill,,,1,1,1,1,364,1
06 Nov 2022,1,False Alarm,AFA,,Non Residential,Department Store ,Correct incident location,BR1,BROMLEY TOWN,540250,168950,Bromley,246,Bromley,,,1,1,1,1,364,1
06 Nov 2022,11,Special Service,Special Service,Flooding,Outdoor,Road surface/pavement ,On land associated with building,SE20,PENGE & CATOR,534950,170550,Beckenham,547,Woodside,,,1,1,1,2,728,1
06 Nov 2022,11,False Alarm,False alarm - Malicious,,Non Residential,Large supermarket ,On land associated with building,BR3,KELSEY & EDEN PARK,535750,168250,Woodside,369,Norbury,375,Norbury,1,2,2,1,364,1
06 Nov 2022,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE20,CRYSTAL PALACE & ANERLEY,534850,169550,Beckenham,631,Forest Hill,637,Croydon,3,3,3,2,728,1
06 Nov 2022,17,False Alarm,AFA,,Non Residential,Other retail  ,Correct incident location,BR4,WEST WICKHAM,538250,165950,Woodside,345,Addington,458,Woodside,2,2,2,1,364,1
06 Nov 2022,19,False Alarm,AFA,,Non Residential,Restaurant/cafe,Within same building,BR1,BROMLEY TOWN,540250,169350,Bromley,127,Bromley,,,1,1,1,1,364,1
07 Nov 2022,10,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR7,BICKLEY & SUNDRIDGE,542550,169750,Bromley,311,Bromley,,,1,1,1,1,364,1
07 Nov 2022,11,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR7,BICKLEY & SUNDRIDGE,542550,169750,Bromley,624,Sidcup,,,1,1,1,1,364,1
07 Nov 2022,13,False Alarm,AFA,,Non Residential,Secondary school,Within same building,BR1,BICKLEY & SUNDRIDGE,543250,168250,Bromley,339,Bromley,442,Sidcup,2,2,2,1,364,1
07 Nov 2022,15,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,BR6,CHELSFIELD,547150,164450,Orpington,230,Orpington,,,1,1,1,1,364,1
07 Nov 2022,17,Special Service,Special Service,Other Transport incident,Non Residential,Train station - concourse ,Within same building,BR1,BROMLEY TOWN,540450,168750,Bromley,231,Bromley,575,Beckenham,2,2,2,5,1820,3
08 Nov 2022,1,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR3,BECKENHAM TOWN & COPERS COPE,537650,170850,Beckenham,310,Beckenham,526,Forest Hill,2,2,2,1,364,1
08 Nov 2022,6,Special Service,Special Service,Making Safe (not RTC),Outdoor,Tree scrub ,In street close to gazetteer location,TN16,BIGGIN HILL,541850,158550,Biggin Hill,445,Biggin Hill,,,1,1,1,1,364,1
08 Nov 2022,8,False Alarm,AFA,,Non Residential,Bank/Building Society ,Correct incident location,BR1,BROMLEY TOWN,540250,169250,Bromley,185,Bromley,,,1,1,1,1,364,1
08 Nov 2022,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,BR5,ST. MARY CRAY,547450,168150,Orpington,314,Orpington,341,Orpington,1,2,2,1,364,1
08 Nov 2022,13,False Alarm,AFA,,Dwelling,False Alarm - Property not found,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539750,168450,Bromley,280,Bromley,,,1,1,1,1,364,1
08 Nov 2022,17,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539250,168750,Beckenham,379,Bromley,,,1,1,1,1,364,1
08 Nov 2022,17,False Alarm,False alarm - Good intent,,Non Residential,Infant/Primary school,Correct incident location,BR1,BICKLEY & SUNDRIDGE,541650,169050,Bromley,250,Bromley,,,1,1,1,1,364,1
08 Nov 2022,18,False Alarm,AFA,,Non Residential,Shopping Centre ,Correct incident location,SE20,PENGE & CATOR,535550,170150,Beckenham,204,Beckenham,,,1,1,1,1,364,1
08 Nov 2022,19,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR7,CHISLEHURST,543550,171150,Eltham,361,Eltham,392,Sidcup,2,2,2,1,364,1
08 Nov 2022,19,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR3,KELSEY & EDEN PARK,537950,167350,Beckenham,391,Beckenham,,,1,1,1,1,364,4
08 Nov 2022,20,Special Service,Special Service,Hazardous Materials incident,Dwelling,House - single occupancy ,Correct incident location,BR3,SHORTLANDS & PARK LANGLEY,538250,168150,Beckenham,433,Bromley,515,Bromley,1,2,2,1,364,2
09 Nov 2022,4,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,BR5,PETTS WOOD & KNOLL,545550,167850,Orpington,368,Orpington,,,1,1,1,1,364,1
09 Nov 2022,7,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,BR1,BROMLEY TOWN,540250,169250,Bromley,169,Bromley,631,Beckenham,3,3,3,2,728,1
09 Nov 2022,8,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,BR5,ST. MARY CRAY,546750,168050,Orpington,320,Orpington,,,1,1,1,1,364,2
09 Nov 2022,8,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR3,KELSEY & EDEN PARK,536350,167550,Woodside,353,Beckenham,,,1,1,1,1,364,1
09 Nov 2022,9,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,SE20,PENGE & CATOR,535350,169450,Beckenham,324,Woodside,325,Beckenham,2,2,2,2,728,1
09 Nov 2022,15,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE20,CRYSTAL PALACE & ANERLEY,534250,170350,Beckenham,284,Beckenham,,,1,2,2,1,364,1
09 Nov 2022,18,Fire,Primary Fire,,Road Vehicle,Car ,In street close to gazetteer location,SE20,PENGE & CATOR,534950,170050,Beckenham,347,Beckenham,,,1,1,1,1,364,20
10 Nov 2022,0,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Within same building,BR1,PLAISTOW,540250,171550,Bromley,417,Bromley,420,Bromley,1,2,2,1,364,1
10 Nov 2022,1,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,SE9,MOTTINGHAM,542550,172150,Eltham,366,Eltham,,,1,1,1,1,364,4
10 Nov 2022,2,False Alarm,AFA,,Non Residential,Infant/Primary school,Within same building,BR6,CHELSFIELD,548950,164250,Orpington,427,Orpington,,,1,1,1,2,728,1
10 Nov 2022,12,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,BR2,SHORTLANDS & PARK LANGLEY,539750,168450,Bromley,455,Bromley,481,Beckenham,2,2,2,1,364,1
10 Nov 2022,12,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,BR1,PLAISTOW,539650,170350,Bromley,220,Bromley,270,Beckenham,2,2,2,1,364,1
10 Nov 2022,14,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,TN16,BIGGIN HILL,541850,159150,Biggin Hill,176,Biggin Hill,,,1,1,1,1,364,1
10 Nov 2022,17,Special Service,Special Service,RTC,Road Vehicle,Car ,Open land/water - nearest gazetteer location,BR3,CLOCK HOUSE,535450,168850,Woodside,277,Beckenham,391,Woodside,2,2,2,1,364,1
10 Nov 2022,17,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Correct incident location,BR6,FARNBOROUGH & CROFTON,543650,165150,Orpington,534,Orpington,,,1,1,1,1,364,1
10 Nov 2022,17,False Alarm,False alarm - Malicious,,Non Residential,Train station - platform (at ground level or elevated) ,Correct incident location,BR3,KELSEY & EDEN PARK,535750,168350,Woodside,825,Bromley,,,1,1,1,1,364,2
10 Nov 2022,18,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,CLOCK HOUSE,536850,169850,Beckenham,235,Beckenham,,,1,1,1,1,364,1
10 Nov 2022,21,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,BR4,HAYES & CONEY HALL,539650,167150,Bromley,362,Bromley,,,1,1,1,1,364,1
10 Nov 2022,21,False Alarm,False alarm - Good intent,,Dwelling,False Alarm - Property not found,Correct incident location,BR7,CHISLEHURST,545450,168950,Orpington,404,Sidcup,454,Sidcup,1,2,2,1,364,1
11 Nov 2022,0,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,BR5,ORPINGTON,547350,166350,Orpington,182,Orpington,280,Orpington,3,5,5,3,1092,2
11 Nov 2022,0,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,SE20,CRYSTAL PALACE & ANERLEY,534450,169150,Woodside,340,Woodside,,,1,1,1,1,364,1
11 Nov 2022,3,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR2,HAYES & CONEY HALL,539650,165550,Addington,392,Addington,541,Bromley,2,2,2,2,728,2
11 Nov 2022,3,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,BR2,BROMLEY TOWN,540250,167450,Bromley,391,Bromley,,,1,1,1,1,364,1
11 Nov 2022,4,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Correct incident location,BR1,BICKLEY & SUNDRIDGE,543150,168150,Bromley,352,Bromley,,,1,1,1,1,364,1
11 Nov 2022,13,Special Service,Special Service,Evacuation (no fire),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR1,PLAISTOW,540650,170950,Bromley,239,Bromley,,,1,1,1,1,364,1
11 Nov 2022,14,False Alarm,AFA,,Non Residential,College/University ,Within same building,BR2,BROMLEY COMMON & HOLWOOD,541650,167250,Bromley,310,Bromley,,,1,1,1,1,364,1
11 Nov 2022,17,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539250,169050,Beckenham,294,Bromley,309,Bromley,1,2,2,1,364,1
11 Nov 2022,19,Special Service,Special Service,Medical Incident,Other Residential,Nursing/Care Home/Hospice,Correct incident location,BR1,BROMLEY TOWN,540650,169550,Bromley,251,Bromley,,,1,1,1,1,364,1
11 Nov 2022,19,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,BR4,HAYES & CONEY HALL,538950,164750,Addington,355,Addington,,,1,1,1,1,364,1
11 Nov 2022,20,Fire,Secondary Fire,,Outdoor,Hedge,Nearby address - street not listed in gazetteer,BR2,DARWIN,539850,161850,Biggin Hill,519,Biggin Hill,,,1,1,1,1,364,1
11 Nov 2022,21,False Alarm,False alarm - Good intent,,Rail Vehicle,Train on Tube network,Railway land or rolling stock,BR2,HAYES & CONEY HALL,540050,166050,Bromley,435,Bromley,,,1,1,1,1,364,1
11 Nov 2022,22,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE19,CRYSTAL PALACE & ANERLEY,533950,170050,Beckenham,,,,,,,,,,2
12 Nov 2022,1,Special Service,Special Service,Lift Release,Other Residential,Retirement/Old Persons Home,Within same building,BR1,PLAISTOW,540650,171050,Bromley,417,Bromley,,,1,1,1,1,364,2
12 Nov 2022,3,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,BR4,WEST WICKHAM,537750,166750,Beckenham,535,Beckenham,,,1,1,1,1,364,1
12 Nov 2022,13,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539750,168450,Bromley,303,Bromley,303,Bromley,1,2,2,1,364,1
12 Nov 2022,19,False Alarm,False alarm - Good intent,,Other Residential,Hotel/motel ,Correct incident location,BR1,BROMLEY TOWN,539350,170550,Bromley,245,Bromley,245,Bromley,1,2,2,1,364,1
12 Nov 2022,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,BR7,CHISLEHURST,544550,170950,Sidcup,339,Sidcup,,,1,1,1,1,364,1
12 Nov 2022,19,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,SE9,MOTTINGHAM,542750,171950,Eltham,351,Eltham,,,1,1,2,3,1092,1
12 Nov 2022,20,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE20,CRYSTAL PALACE & ANERLEY,534450,170250,Beckenham,416,West Norwood,,,1,1,1,1,364,1
12 Nov 2022,20,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,BR3,KELSEY & EDEN PARK,537450,167850,Beckenham,368,Beckenham,381,Woodside,2,2,2,1,364,1
12 Nov 2022,20,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,SE20,PENGE & CATOR,534850,169950,Beckenham,,,,,1,1,1,1,364,1
13 Nov 2022,0,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR6,ST. MARY CRAY,546250,166850,Orpington,275,Orpington,334,Orpington,1,2,2,1,364,1
13 Nov 2022,7,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,TN16,BIGGIN HILL,541850,159150,Biggin Hill,155,Biggin Hill,,,1,1,1,1,364,1
13 Nov 2022,10,Special Service,Special Service,Making Safe (not RTC),Road Vehicle,Car ,On land associated with building,BR6,CHELSFIELD,545650,164950,Orpington,693,Sidcup,,,1,1,1,2,728,1
13 Nov 2022,11,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR5,ST. MARY CRAY,545750,168050,Orpington,499,Orpington,,,1,1,1,1,364,1
13 Nov 2022,14,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR6,PETTS WOOD & KNOLL,545750,165750,Orpington,223,Orpington,224,Orpington,1,2,2,1,364,1
13 Nov 2022,14,Special Service,Special Service,Removal of objects from people,Outdoor,Playground/Recreation area (not equipment),Open land/water - nearest gazetteer location,BR1,PLAISTOW,539750,171150,Bromley,398,Bromley,,,1,1,1,1,364,1
13 Nov 2022,15,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539450,168950,Beckenham,298,Bromley,305,Bromley,1,2,2,1,364,1
13 Nov 2022,15,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR6,CHELSFIELD,548750,163150,Orpington,226,Orpington,,,1,1,1,1,364,1
13 Nov 2022,17,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR6,PETTS WOOD & KNOLL,545950,166750,Orpington,277,Orpington,,,1,1,1,1,364,1
13 Nov 2022,18,Special Service,Special Service,Medical Incident,Dwelling,House - single occupancy ,Correct incident location,BR1,BICKLEY & SUNDRIDGE,542850,169050,Bromley,394,Bromley,,,1,1,1,1,364,1
13 Nov 2022,19,Fire,Primary Fire,,Dwelling,House - single occupancy ,Within same building,BR1,PLAISTOW,540050,170350,Bromley,337,Bromley,,,1,1,1,1,364,1
14 Nov 2022,3,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,BR5,PETTS WOOD & KNOLL,545150,166950,Orpington,443,Orpington,838,Orpington,1,2,2,1,364,1
14 Nov 2022,3,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,BR3,CLOCK HOUSE,536250,168450,Beckenham,518,Woodside,,,2,2,2,2,728,1
14 Nov 2022,15,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,BR1,BICKLEY & SUNDRIDGE,541650,169050,Bromley,333,Bromley,,,1,1,1,1,364,1
14 Nov 2022,16,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR3,KELSEY & EDEN PARK,536450,167650,Woodside,362,Beckenham,,,1,1,1,1,364,1
14 Nov 2022,19,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Within same building,BR6,ORPINGTON,547050,165750,Orpington,345,Orpington,,,1,1,1,1,364,1
14 Nov 2022,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR2,BROMLEY COMMON & HOLWOOD,543750,167550,Orpington,416,Bromley,514,Orpington,2,2,2,1,364,1
14 Nov 2022,19,False Alarm,AFA,,Other Residential,Other Residential Home ,Within same building,BR2,BROMLEY COMMON & HOLWOOD,543750,167550,Orpington,711,Sidcup,,,1,1,1,1,364,1
14 Nov 2022,19,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,SE20,PENGE & CATOR,535150,170750,Beckenham,303,Beckenham,,,1,1,1,1,364,1
15 Nov 2022,6,False Alarm,False alarm - Good intent,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR1,BICKLEY & SUNDRIDGE,541250,169450,Bromley,152,Bromley,248,Bromley,1,2,4,1,364,1
15 Nov 2022,10,Special Service,Special Service,No action (not false alarm),Road Vehicle,Car ,In street outside gazetteer location,BR2,BROMLEY COMMON & HOLWOOD,541750,168250,Bromley,393,Bromley,,,1,1,1,1,364,1
15 Nov 2022,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR6,ST. MARY CRAY,546450,167150,Orpington,273,Orpington,286,Orpington,1,2,2,2,728,2
15 Nov 2022,17,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,SE20,PENGE & CATOR,535350,170550,Beckenham,,,,,1,1,1,1,364,2
15 Nov 2022,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,BR3,CLOCK HOUSE,536050,169650,Beckenham,156,Beckenham,463,Forest Hill,3,3,3,1,364,1
